Genes,R1_8,R2_2,R2_3,R2_17,R2_11,R2_4,R2_13,R2_16,R1_19,R1_10,R1_13,R2_1,R1_22,R1_4,R1_20,R2_9,R1_14,R2_6,R1_1,R2_14,R1_3,R2_8,R1_6,R1_17,R1_7,R1_5,R2_15,R2_5,R2_18,R1_24,R1_21,R1_16,R2_10,R1_2,R1_11,R2_7,R1_23,R1_12,R1_18,R2_12,R1_9,R1_15
gene:plasmid:91092,0,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
gene:plasmid:28568,64,0,131,38,34,28,85,40,0,255,0,248,1144,369,43,22,196,0,1174,39,42,0,77,130,852,278,47,86,179,580,2999,48,33,349,9,27,87,0,0,0,96,0
gene:plasmid:25364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:15785,0,0,60,36,0,0,0,0,0,0,0,0,0,0,107,720,0,0,0,0,0,8179,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,83
gene:plasmid:14666,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
repUS2__repA(pBI143)_BFU30316,80,492,96,0,0,311,32,0,0,967,30,639,212,68,678,44,224,524,323,0,0,897,71,110,0,87,0,68,27,100,307,251,110,99,290,118,43,215,139,0,188,332
gene:plasmid:122399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:124844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:110308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0
gene:plasmid:115823,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IncB/O/K/Z_1__CU928147,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
ICEberg|81|ICESpnMalM6|GenBank|FR671413|1..23032,21567,0,0,98098,0,0,0,0,0,0,0,0,18609,0,0,0,0,24693,16653,0,0,0,0,0,0,0,0,0,0,0,0,0,66396,0,0,0,0,0,0,39878,0,0
gene:plasmid:156393,0,0,39,0,352,0,108,101,0,0,0,0,0,0,77,1012,54,0,0,411,0,182,32,55,58,77,47,60,0,0,0,93,222,0,0,0,0,0,26,7584,25,43
gene:vir:6809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:133367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:24658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
gene:plasmid:24198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0
gene:plasmid:124070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0
gene:plasmid:93363,0,0,0,70,83,0,96,72,0,0,0,67,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:122403,0,0,0,0,0,0,0,0,0,0,0,0,335,156,0,0,0,143,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rep21_6_rep(pBMSa1)_AY541446.1,0,1274,451,0,688,190,1725,998,0,0,0,506,3030,340,346,110,1079,1953,2611,0,0,165,847,379,1281,260,833,326,438,464,0,0,0,736,0,134,9877,0,0,1030,241,0
gene:plasmid:130737,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:170175,0,0,0,0,0,0,0,0,0,0,0,27,0,0,38,182,0,0,0,0,0,1568,0,0,0,0,0,0,0,0,0,31,0,0,0,25,0,0,0,199,0,0
gene:plasmid:125012,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:4773,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:107155,66,13,0,0,0,829,0,0,0,0,46,0,121,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,117,0,299,0,0,0
gene:vir:95186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:146005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0
gene:vir:108574,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
gene:vir:108776,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:131181,160,336,217,1936,0,683,1089,0,0,131,0,302,435,593,321,428,440,0,260,719,103,0,0,351,145,118,197,227,769,1193,311,360,236,205,194,255,551,237,360,0,146,197
gene:proph:172441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:163914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gene:plasmid:122579,72,64,96,0,0,55,0,0,0,0,0,180,67,0,100,0,46,0,17,0,0,0,19,38,0,24,0,62,0,99,31,49,0,31,0,0,43,142,0,0,30,0
gene:plasmid:84489,224,1504,719,186,440,145,390,264,0,440,242,1407,527,351,2013,6051,823,358,605,275,0,17010,184,687,506,1137,476,469,599,347,781,1895,944,322,1330,791,209,855,431,8555,320,1265
gene:plasmid:24284,0,0,0,0,0,0,0,0,0,0,0,29,14,0,28,18,10,0,0,0,0,564,0,0,0,20,4,4,0,0,4,17,14,0,0,0,0,0,0,28,0,0
gene:plasmid:93377,0,0,154,173,800,0,550,673,0,0,0,0,73,0,0,0,0,0,0,1778,0,0,0,124,69,0,194,0,88,0,0,0,0,0,0,0,0,0,0,0,66,75
gene:proph:184804,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
gene:proph:174822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,33,0,0
gene:vir:1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
gene:plasmid:133362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:126386,1284,891,166,106,0,11558,145,58,0,957,11366,1566,857,694,52,0,1026,1180,4599,61,14202,23,323,63,1358,1373,195,198,576,3026,11242,147,27,235,0,0,53118,0,1429,0,82,47
gene:plasmid:24395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
gene:plasmid:84455,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:181296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0
gene:vir:6058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:136295,0,83,51,38,208,0,99,367,0,0,118,99,123,0,78,85,78,0,0,161,71,0,0,57,0,0,338,60,0,0,0,70,60,0,60,70,302,33,14,196,31,0
gene:vir:109003,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:155331,0,109,0,0,0,1175,0,0,0,28,958,0,119,213,0,0,97,0,0,0,266,0,0,0,70,0,0,0,0,295,62,0,0,0,0,0,1556,0,311,0,0,0
gene:plasmid:19432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
gene:plasmid:147569,0,15,0,0,0,0,0,0,0,13,7,0,5,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,35,0,0,0,0,0
gene:plasmid:17454,0,0,101,108,2120,0,6693,2565,0,0,0,0,0,0,79,171,60,0,0,1683,0,128,0,134,110,0,1714,69,0,0,0,0,335,0,0,138,0,0,0,489,37,0
gene:proph:181557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,53,0,0
gene:plasmid:85078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:101400,25,173,113,0,115,0,81,20,0,73,77,169,0,36,232,807,122,120,61,113,34,2331,0,143,46,160,104,93,0,0,0,223,111,48,189,156,18,124,40,1251,93,191
gene:plasmid:28683,0,0,0,0,0,0,0,0,0,23,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
gene:plasmid:151308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:175678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
gene:plasmid:152782,51,0,0,0,0,0,0,0,0,0,0,55,26,0,29,0,37,0,31,0,0,0,0,0,0,0,0,27,0,143,0,0,24,49,0,0,0,0,0,0,0,0
gene:vir:9217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:92152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
gene:plasmid:85115,0,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,17,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:96128,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:184310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
gene:plasmid:91006,0,296,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,50,0,0,0,0,20,0,0,0,0,0,0,0,36,0,0,24,0,0,0,0,0
gene:plasmid:28830,66,94,48,0,0,156,0,0,0,72,162,81,174,119,15,0,75,67,68,0,127,0,80,29,89,137,0,44,0,117,26,54,0,83,0,0,179,16,89,0,20,25
gene:proph:163497,0,0,0,0,0,0,13,0,0,0,10,0,30,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,19,0,0,0,0,0
gene:proph:176738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
gene:plasmid:25058,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
gene:vir:6697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:135984,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,137,0,0,150,0,0,0,0,0,0,0,540,168,0,0,0,0,0,713,0,0
gene:vir:106592,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:3435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
gene:plasmid:84447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0
gene:plasmid:152270,66,0,0,0,0,1220,52,0,0,0,1417,0,549,553,0,0,311,0,0,0,313,0,0,0,83,255,90,0,0,509,0,0,0,58,0,0,4380,0,160,0,0,0
gene:vir:105905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0
gene:proph:183235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:80657,215,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3231,0,0,0,0,0,0,0,0,385,0,120,0,0,0
gene:plasmid:92646,42,41,70,0,0,71,0,0,0,0,0,108,0,0,58,0,19,0,0,0,0,0,0,10,0,0,0,36,0,42,26,39,0,0,24,0,38,0,0,0,0,0
gene:proph:181163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
gene:plasmid:135613,0,0,0,42,0,0,0,0,0,0,0,0,28,26,29,0,0,0,0,0,0,33,0,36,22,0,0,0,53,0,0,36,0,27,0,0,0,0,0,0,31,38
gene:plasmid:15504,419,1656,2820,12520,5636,236,10771,8976,0,1173,235,1423,825,590,1811,2579,2052,1138,811,5221,34,1299,700,4174,3626,685,4377,2897,7405,350,546,1393,3663,491,735,2382,158,443,508,4435,1420,953
gene:proph:163559,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICEberg|437|ICEKpnHS11286-2|GenBank|CP003200|4502837..4558879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:79562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
gene:plasmid:154097,63,123,242,92,280,63,346,392,0,42,141,197,490,22,259,135,143,71,102,488,187,131,92,238,87,66,120,145,126,40,128,256,313,190,124,274,307,296,75,219,140,93
gene:plasmid:28771,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:17298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
gene:plasmid:112569,23,35,27,0,0,35,0,0,0,22,22,34,34,23,14,0,0,21,21,0,31,0,29,26,28,25,0,18,3,28,0,16,0,27,0,0,25,0,30,0,15,0
gene:plasmid:14655,70,85,0,0,0,0,0,0,0,46,763,28,1110,0,0,0,45,0,256,0,661,0,44,0,49,38,0,51,0,96,264,0,0,348,26,0,4614,67,0,0,116,0
gene:plasmid:145694,0,21,0,8,283,0,5,40,0,0,0,8,5,0,8,3,0,0,0,0,0,26,0,6,0,0,69,0,7,0,0,14,7,0,2,0,0,9,0,122,6,8
gene:plasmid:21083,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:18192,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,60,0,0,0,0,0
gene:proph:182997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:173754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0
gene:plasmid:14942,15,0,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,90,0,0,0,26,0,11,0,0,0,0,23,142,0,0,163,0,0,638,23,0,0,24,0
gene:plasmid:82833,0,0,42,31,117,0,100,111,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,55,0,0,39,0,0,0,0,0,0,14,0,0,7,0,0,217,0,0
gene:plasmid:87719,0,20,0,32,300,0,25,166,0,0,0,0,0,0,22,0,0,0,0,0,0,29,0,0,0,0,218,0,16,0,0,0,0,0,29,0,0,0,0,138,0,0
gene:plasmid:153737,0,50,82,0,0,0,0,0,0,0,0,80,135,0,116,0,82,0,49,0,0,0,0,43,15,0,0,42,0,0,71,47,0,73,0,0,31,51,0,0,32,0
gene:proph:183544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
gene:plasmid:139611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5
gene:plasmid:117757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
gene:proph:183617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0
gene:plasmid:110251,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,85,0,0
gene:plasmid:124071,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:181069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
gene:plasmid:88461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
gene:plasmid:125030,58,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:28796,0,448,62,0,0,0,0,0,0,0,0,31,0,8,0,0,0,13,0,0,0,0,30,96,247,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0
gene:plasmid:122406,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0
gene:plasmid:158604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,48,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,107,0,0,0,0,0,0,75
gene:plasmid:28912,26,0,0,0,0,0,0,0,0,26,0,0,8,19,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,23,0,0,0,7,0,0,0,0,0,0,0,0
gene:plasmid:130624,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:121914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
gene:vir:7302,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:19951,4171,20460,2459,251,299,54673,379,319,0,10882,16639,13137,42637,15973,1245,89,12024,17280,14629,228,22019,110,2624,1225,13934,30859,649,1497,621,21410,25056,1700,74,11901,109,149,58970,501,8263,207,1364,312
gene:plasmid:14569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1108,0,0
gene:vir:95767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
gene:vir:101374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
gene:plasmid:153888,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gene:plasmid:93231,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:109339,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:112766,879,605,119,0,0,18382,0,223,0,4109,1044,772,2329,754,265,0,443,3915,423,109,718,113,290,0,1137,704,376,436,554,1007,125,99,0,564,0,0,4258,37,1778,87,1021,0
gene:plasmid:150022,0,0,9,0,24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:2187,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
repUS22__rep(SAP015B)_GQ900502.1,344,20851,905,0,1697,388,3119,1904,0,2289,9602,88385,8400,12590,558,1210,6292,2812,2818,583,3541,256,1728,682,5444,83996,935,1163,915,20484,2482,1493,1781,2811,190,613,26216,268,343,220,1081,902
gene:vir:108399,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0
gene:plasmid:133389,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:15305,18,0,0,0,0,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:181075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0
gene:plasmid:141250,0,0,86,0,0,0,0,0,0,0,0,0,22,0,67,153,0,0,47,80,0,25,0,0,0,0,219,0,0,0,0,77,0,0,61,0,0,383,0,59,0,50
gene:plasmid:156159,0,0,0,0,0,0,0,0,0,0,0,90,0,8,34,59,4,0,0,0,47,0,4,0,0,9,0,0,0,9,0,0,0,0,0,10,0,0,0,52,27,7
gene:plasmid:157736,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:108788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:118524,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:117717,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,9,0,0,23,0,0,14,0,7,8,0
gene:plasmid:148155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:97773,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
