Genes,R1_8,R2_2,R2_3,R2_17,R2_11,R2_4,R2_13,R2_16,R1_19,R1_10,R1_13,R2_1,R1_22,R1_4,R1_20,R2_9,R1_14,R2_6,R1_1,R2_14,R1_3,R2_8,R1_6,R1_17,R1_7,R1_5,R2_15,R2_5,R2_18,R1_24,R1_21,R1_16,R2_10,R1_2,R1_11,R2_7,R1_23,R1_12,R1_18,R2_12,R1_9,R1_15
ICEberg|426|Tn5801(B6)|GenBank|FN568063|1320241..1344513,3432,19135,24981,62974,122459,2952,154794,143446,0,0,7903,15435,8892,6161,18850,22912,20606,15162,5854,54683,2578,10707,8229,30065,33299,5762,61757,21889,29420,5018,6109,16276,21988,3355,6489,18221,34816,5117,5185,48400,11711,8585
gene:proph:169147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:117427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0
gene:vir:93958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,16,0,0,0,0,0,0,0,0,0
gene:plasmid:141251,493,2534,1997,1225,5136,447,4792,10384,0,1127,3270,3646,7871,357,2628,2491,2174,0,1381,5753,3204,2110,1380,2461,1415,0,7332,2229,1943,896,2336,2316,3887,2618,966,5517,11756,1491,601,4950,1746,846
gene:plasmid:126352,0,0,0,0,0,0,0,0,0,0,314,0,58,0,0,0,28,0,0,0,92,0,0,0,29,0,0,0,0,0,0,0,0,9,0,0,950,0,0,0,0,0
gene:plasmid:85137,34,0,0,0,5,0,10,0,0,0,0,0,35,0,0,0,4,0,0,0,0,0,9,0,23,0,0,0,0,50,0,0,0,24,0,0,0,0,0,0,0,0
gene:vir:6728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:181035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:92078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
gene:vir:101403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:124046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,11,0,0,0,5,0,0,0,0,0,4,2,0,2,0,0,0,0,46,0,0
gene:plasmid:117783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
gene:plasmid:115500,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0
gene:vir:101364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
gene:plasmid:155146,85,45,63,0,0,47,0,0,0,0,15,149,67,0,94,0,26,0,35,0,0,0,37,44,23,0,0,59,0,51,44,36,0,51,58,0,32,128,53,0,35,41
gene:plasmid:141716,209,459,191,75,216,240,414,287,0,652,457,1494,6946,927,115,85,679,371,352,202,0,93,235,179,2299,1669,268,272,0,1165,312,122,134,1948,41,88,0,52,0,327,167,54
gene:plasmid:19766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:184757,0,25,10,35,25,0,75,0,0,0,0,45,19,0,48,29,13,0,20,74,0,0,0,10,0,0,0,15,0,0,25,62,33,21,30,0,0,47,30,23,0,33
gene:plasmid:154429,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:17093,0,79,104,352,162,35,198,68,0,40,29,109,182,59,237,156,193,0,181,84,0,212,59,137,68,32,0,78,82,75,169,197,173,63,111,113,29,93,169,76,100,121
gene:plasmid:14638,0,0,0,0,0,0,0,0,0,63,0,0,1385,109,0,0,162,0,0,0,233,0,0,0,116,71,0,0,0,128,0,0,0,437,0,0,0,0,0,0,196,0
gene:plasmid:17901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:101330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene:proph:177444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:151817,0,138,0,9,0,379,0,0,0,166,0,344,378,980,4,0,392,126,27,0,0,0,82,0,144,1590,0,0,0,867,12,0,0,122,0,0,0,0,0,0,0,0
gene:plasmid:15138,215,302,498,0,0,225,0,0,0,0,314,4245,110,52,326,0,376,0,84,0,0,0,0,135,180,157,0,428,0,120,307,80,0,0,0,0,446,0,129,0,374,58
gene:proph:181689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,56,0,0
gene:plasmid:88468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,18,0,0
gene:proph:183529,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:106555,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:83076,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:92502,80,127,115,0,0,175,0,0,0,0,0,225,56,0,125,0,33,0,0,0,0,0,0,44,0,0,0,163,0,72,67,81,0,62,0,0,82,0,0,0,0,21
gene:plasmid:135966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
gene:plasmid:25808,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:179393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:132163,0,0,41,0,0,0,126,124,0,0,0,0,0,0,34,110,43,0,0,0,0,0,0,42,187,0,28,0,0,0,0,0,0,71,0,16,0,0,0,44,36,13
gene:vir:7062,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:182649,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,21,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
gene:proph:163840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:84515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:87030,0,235,267,165,101,0,105,126,0,94,0,0,105,0,115,0,164,0,67,63,0,55,238,160,365,0,157,84,0,0,0,0,0,60,0,0,0,0,0,104,0,0
gene:plasmid:14962,0,0,0,0,84,0,59,95,0,0,32,33,0,0,27,44,0,0,24,66,33,55,0,19,0,0,52,0,0,12,48,24,49,0,14,38,54,0,12,63,33,0
gene:proph:183644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
gene:plasmid:17280,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13,0,0,7,0,0,0
gene:vir:96838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:169141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:120820,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:175030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:145684,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
gene:proph:170193,15,62,56,0,0,73,0,0,0,0,0,307,19,0,67,0,0,0,17,0,0,0,0,26,0,27,0,49,0,43,32,36,0,26,10,0,30,0,0,0,17,0
gene:plasmid:14705,0,0,0,0,122,0,99,28,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,20,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:163566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:133212,674,1581,3018,12021,10946,2662,15404,17178,0,788,279,1706,2428,4951,1293,1729,4478,2183,2000,10377,980,2244,1702,2708,2644,498,6917,1642,4999,6005,5070,1157,8462,681,426,741,1074,510,426,4694,1141,678
gene:proph:159034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:15533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
gene:plasmid:137643,204,174,283,0,0,160,0,0,0,0,0,304,98,0,177,0,0,0,0,0,0,0,0,0,59,0,0,83,0,86,122,66,0,0,0,0,209,0,0,0,0,0
gene:plasmid:24250,21,110,76,23,115,0,50,15,0,104,68,143,42,31,242,554,87,71,80,62,0,6777,0,97,60,85,63,32,0,19,63,190,59,58,207,163,18,111,45,936,60,194
gene:proph:179399,0,0,0,0,0,0,12,0,0,0,0,0,17,0,48,84,0,0,0,0,0,10621,0,0,0,0,15,0,0,0,0,0,16,0,23,0,0,14,0,71,0,17
gene:plasmid:28610,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,5,62,0,11,0,0,28,0,0,0,0,0,0,0,0,0,7,2,0
gene:plasmid:110373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,2155,0,0,0,0,22,0,0,0,45,0,0,0,0,0,0,48,0,348,0,0
gene:vir:105324,166,0,0,0,0,8209,0,0,0,0,0,84,614,10270,0,0,3330,0,80,0,0,0,0,0,0,177,0,0,0,14146,55,0,0,109,0,0,0,0,622,0,0,0
gene:vir:10421,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:154405,0,0,0,0,0,0,0,0,0,22,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,21,0,0,0,32,0,0,23,0,0,0,35,0
gene:vir:2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:167126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:158850,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,35,5,0,5,0,0,191,0,0,0,0,0,0,0,0,5,19,0,0,25,20,0,0,7,90,0,11
gene:plasmid:143323,0,0,0,86,221,0,0,237,0,0,0,54,0,0,54,63,0,0,48,158,0,77,0,53,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0
gene:plasmid:125561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:17125,0,0,11,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,13,21,0,8,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0
gene:plasmid:15797,0,12,0,0,0,0,0,0,0,0,0,0,0,0,23,188,7,0,18,0,0,110,0,12,0,0,0,0,0,0,9,59,17,20,0,7,0,0,8,328,0,10
gene:plasmid:145670,0,0,0,0,156,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0
gene:plasmid:109493,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:91769,0,0,0,0,0,0,9,0,0,0,0,0,11,0,21,21,0,0,0,0,0,7,41,0,0,8,0,0,0,0,5,48,21,8,0,0,0,13,14,55,0,11
gene:vir:105410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,0
gene:plasmid:151305,0,0,0,0,0,0,0,0,0,0,0,0,23,0,84,651,0,0,0,39,0,4197,0,0,0,0,0,0,0,0,38,82,0,0,70,0,0,0,0,436,0,46
ICEberg|67|Tn6000(EfcTn1)|GenBank|FN555436|1..33262,0,0,7406,0,11211,0,10688,10798,0,0,0,0,0,0,4796,0,6759,0,0,6976,0,0,0,7320,0,0,10379,0,0,0,0,5005,0,0,0,0,0,0,0,13937,0,4526
gene:plasmid:129626,95,154,75,12,0,44,0,0,0,0,0,315,32,58,163,94,107,0,54,0,30,0,100,66,0,276,0,0,0,40,35,48,0,32,47,0,0,42,0,0,94,27
gene:plasmid:157660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:181071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0
gene:proph:172409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:24460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
gene:plasmid:83833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
gene:vir:80661,84,8,0,0,0,149,0,0,72,30,52,200,0,51,0,0,0,0,0,0,482,0,0,22,0,41,0,2765,0,120,0,0,0,0,0,0,387,0,59,0,2391,0
gene:plasmid:119605,92,1082,348,335,5884,0,315,3937,0,0,52,4363,251,94,545,1450,370,0,136,509,0,11514,262,504,144,267,6579,332,573,79,180,875,342,84,386,243,245,362,78,5177,146,338
gene:proph:173050,793,496,1126,0,0,618,0,0,0,0,0,1086,358,0,587,0,163,0,238,0,0,0,177,0,231,314,0,409,0,479,467,235,0,217,0,0,776,560,106,0,398,150
gene:proph:174583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:108792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:163919,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,90,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,34,0,0
gene:proph:167199,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:122404,166,623,142,0,43,7089,151,85,0,584,4452,451,6831,1464,62,0,980,639,1373,58,2151,0,106,88,816,1838,160,105,0,2123,1580,67,0,1126,0,27,18310,50,821,57,67,0
gene:plasmid:17456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0
gene:plasmid:88314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:173126,172,0,54,0,0,0,0,0,286,108,0,403,0,19,64,0,0,0,511,0,234,0,0,0,0,122,0,5487,194,0,0,0,0,26,0,0,91,0,0,0,2838,86
gene:proph:163604,0,0,0,0,0,0,0,0,0,0,156,0,77,0,0,0,0,27,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0
gene:proph:176433,0,0,0,0,0,0,0,0,0,0,225,0,27,17,0,0,28,0,0,0,94,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,779,0,0,0,0,0
gene:vir:7094,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:139648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0
gene:proph:173936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
gene:plasmid:16023,0,0,45,0,108,0,0,228,0,0,0,45,0,0,79,0,88,0,59,191,0,0,0,52,0,0,0,43,0,0,27,75,160,56,0,171,0,0,0,141,38,0
gene:plasmid:15667,455,1525,2828,12602,5531,221,10477,8733,0,1176,235,1387,839,592,1722,2593,2016,1148,892,5159,38,1244,716,4085,3617,645,4279,2686,7363,322,535,1414,3472,497,670,2129,157,449,496,4442,1494,880
gene:proph:167228,0,502,89,208,556,0,891,658,0,31,5505,447,3649,395,54,53,563,0,85,640,1537,0,566,77,391,1348,363,110,54,832,32,42,55,350,0,0,19029,0,0,127,62,0
gene:vir:7246,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
rep1_3_repR(pGB354)_U83488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0
ICEberg|172|Tn1207.3|GenBank|AY657002|1..52491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:90582,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:184855,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
gene:plasmid:82831,0,0,137,111,305,0,400,409,0,0,0,0,158,0,141,359,81,0,99,657,0,441,0,162,0,0,107,58,54,52,49,103,859,93,127,505,58,244,75,1140,61,93
gene:vir:105414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:118283,0,48,0,7,39,0,51,44,0,0,201,54,124,41,0,0,0,0,0,49,62,0,0,0,15,91,24,0,0,43,0,0,0,13,0,0,552,0,0,9,0,0
gene:proph:181096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
gene:plasmid:126382,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ICEberg|109|R997|GenBank|AJ579927|1..1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:154720,152,0,155,0,0,0,0,0,0,0,0,0,0,0,174,0,78,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:138828,358,394,601,0,0,274,0,0,0,0,84,479,362,0,568,0,260,0,105,0,108,0,177,193,162,132,0,425,0,179,176,340,0,373,127,0,249,523,84,0,336,111
gene:plasmid:14650,28,47,27,0,14,0,46,21,0,45,413,0,716,51,0,0,70,0,53,0,110,0,66,0,58,22,23,22,0,101,0,0,0,258,0,0,838,38,0,0,49,0
gene:plasmid:118284,0,44,0,28,41,0,43,39,0,0,188,51,129,26,0,0,25,0,12,29,63,0,0,0,0,77,0,0,0,51,0,0,0,16,0,0,550,0,0,18,0,0
gene:plasmid:82846,34,121,255,322,1114,43,1616,2309,0,23,1031,155,1459,16,251,240,278,0,256,2693,935,589,40,303,85,0,385,219,228,86,236,308,619,271,54,986,5005,195,116,384,250,51
gene:plasmid:21818,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:108809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
gene:plasmid:157937,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:140955,0,0,124,0,0,0,0,0,0,0,0,0,0,0,70,231,0,0,0,0,0,47,0,112,0,0,0,36,0,0,0,77,0,73,0,0,0,407,30,0,0,0
gene:vir:105334,286,113,25,0,0,3566,0,0,0,0,101,0,403,0,0,0,0,0,428,0,159,0,0,0,44,0,0,0,0,0,1339,0,0,69,0,0,100,0,1016,0,0,0
gene:plasmid:87718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:81277,0,84,56,59,0,0,75,92,0,23,0,91,87,48,162,190,134,0,145,0,0,149,0,55,55,45,121,0,0,0,103,153,250,59,91,191,26,72,123,319,30,95
gene:vir:96140,0,0,0,0,0,0,44,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:123310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:vir:108775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:156145,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
gene:plasmid:10526,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,42,0,0,0,0,0,0,0,0,0,0,73,10,0,0,0,9,0,0,0,0,0,0,0,20,0,0
gene:proph:179698,0,276,0,232,0,0,296,135,0,0,0,407,262,117,481,844,262,0,303,94,0,1688,0,126,80,207,181,114,0,130,264,357,2030,90,241,462,67,236,176,1089,58,223
gene:plasmid:97771,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,20,0,0,0,8,0,0,0,0,0,0,0,0
gene:vir:103419,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:plasmid:132445,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,21,0,0
gene:vir:95798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
gene:vir:4556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
gene:vir:108396,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene:proph:181642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
gene:vir:101326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,4647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0
gene:plasmid:15815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
